,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2022/06/18 09:00:00+00,5.400000,45.300000,6.500000,24.700000,72,90.700000,5.300000,3.700000,46.100000,49.400000,59.200000,0.700000,41.900000,41.100000,0.500000,,2.800000,11.800000,2,6.900000,4.200000,2.900000,4.500000,2.200000,3.400000,4.100000,1.500000,3.100000,3.400000,3.700000,0.200000,0.500000,5.800000,2.100000,45.800000,0.600000,1.900000,4.400000,21.600000,1.800000,4045
2022/06/18 10:00:00+00,3.400000,38.700000,6.900000,36.700000,64.100000,90.200000,2.800000,2.800000,62.800000,34.300000,69.300000,0.300000,50.200000,34.900000,0.700000,,2.300000,8.900000,1.700000,3.600000,1.400000,1.500000,2.500000,1.500000,1.800000,2.500000,1,1.800000,3.400000,2.700000,0.100000,0.300000,3,1.300000,37.200000,0.500000,0.900000,3.200000,26.200000,0.100000,4046
2022/06/18 11:00:00+00,1.700000,36.200000,2.500000,21.700000,91.500000,77,2.300000,2.100000,62.600000,25.800000,56.800000,0,23.200000,20.100000,0.900000,,2.700000,8.500000,0.900000,1.600000,0,0.400000,1.100000,0.900000,1.700000,1.900000,0.800000,0,0.700000,1.100000,0.100000,0.200000,1.400000,0.900000,32.500000,0.500000,0.900000,0.400000,21.400000,0,4047
2022/06/18 12:00:00+00,1.300000,23.100000,0.800000,25.400000,85.900000,92,1.600000,1.900000,88.100000,25.500000,61.700000,0,18.100000,21.700000,0.500000,,1.100000,5.600000,0.400000,1.300000,0,0.200000,1.100000,0.900000,1.400000,2,0.400000,0,0,0.900000,0.100000,0,0.800000,0.500000,18.300000,0.500000,1.100000,0,19.400000,0,4048
2022/06/18 13:00:00+00,1.300000,25.300000,0.500000,29.500000,61.400000,75.600000,1.300000,1.900000,29.500000,18.300000,43.400000,0,16.700000,15.800000,0.500000,,0.400000,5.200000,0.400000,1.300000,0,0.300000,1.700000,0.600000,1.200000,1.600000,0.100000,0,0,0.900000,0.100000,0.200000,0.900000,0.600000,27.700000,0.700000,1.300000,0,23.600000,0,4049
2022/06/18 14:00:00+00,1.100000,21.100000,0.100000,25.500000,36.100000,65.900000,1,1.800000,67.600000,19.200000,36.400000,0,13.500000,19,0,,0.200000,7.300000,0.300000,0.800000,0,0.200000,0.800000,0.600000,2.100000,1.400000,0.100000,0,0.200000,1,0.100000,0.100000,0.700000,0.800000,27,1.300000,0.900000,0,21.300000,0,4050
2022/06/18 15:00:00+00,1,17.600000,0.500000,21.600000,54,52.800000,1,2.400000,79.500000,13.500000,27.100000,0,9.700000,20,0.100000,,0.400000,8.100000,0.300000,1.100000,0,0.200000,0.900000,0.700000,5.700000,1.200000,0.500000,0,0,0.700000,0,0.200000,0.800000,0.600000,26.700000,1.400000,0.900000,0,27.100000,0,4051
2022/06/18 16:00:00+00,0.900000,17.700000,0.200000,28.400000,56.300000,45.300000,1,2,73.500000,14.700000,58.900000,0,14.300000,20.400000,0.100000,,0.500000,7.700000,0.300000,0.800000,0,0.300000,1,0.600000,,1.500000,0.600000,0,0,0.800000,0.200000,0.200000,0.600000,0.900000,21.600000,2.300000,0.600000,0,25.500000,0,4052
2022/06/18 17:00:00+00,0.900000,18.700000,0.200000,28.400000,68.500000,49.700000,0.700000,1.600000,59.300000,13.900000,46.500000,0,10.500000,32.100000,0,,0.300000,9,0.400000,1,0,0.400000,1.100000,0.700000,,1.200000,0.800000,0,0,1,0.100000,0.300000,0.600000,0.800000,19,2.100000,0.800000,0,19.300000,0,4053
2022/06/18 18:00:00+00,1,16.300000,0.900000,36.100000,106.900000,74.900000,1,1.400000,82.200000,11.100000,51.200000,0,11.300000,38.500000,0.200000,,0.400000,7.800000,0.400000,1.200000,0,0.400000,1.900000,0.800000,,1.800000,0.300000,0,0.200000,0.700000,0.100000,0.400000,0.700000,0.800000,14.900000,1.400000,1,0,18.900000,0,4054
2022/06/18 19:00:00+00,0.900000,39.800000,0.200000,39.300000,99.400000,98.600000,1,1.200000,47.100000,12.700000,47.500000,0,7.600000,56.600000,0.200000,,0.300000,8.900000,0.600000,1.200000,0,0.400000,1.700000,0.700000,,1.300000,0.200000,0,0,0.900000,0.200000,0.400000,0.700000,0.800000,11.800000,4,1,0,18,0,4055
2022/06/18 20:00:00+00,0.600000,47.800000,4.300000,35.800000,136.600000,88.100000,1,1.400000,26.300000,14.200000,84.700000,0,12,66.100000,0.200000,,0.200000,1.400000,0.500000,1.100000,0,0.400000,3.300000,0.500000,,1.200000,0.100000,0,0,0.400000,0.100000,0.500000,0.500000,0.600000,16.600000,6.600000,0.800000,0,30.200000,0,4056
2022/06/18 21:00:00+00,0.700000,40.700000,7.200000,28.200000,197.400000,75.100000,1.600000,3.600000,,44,50.700000,0,38.700000,68,0,,0.100000,21.600000,0.400000,2.900000,0.700000,0.800000,0.500000,0.700000,3.900000,1.900000,0.600000,0,0,0.300000,0.100000,0.100000,0.800000,0.600000,18.300000,0.600000,0.600000,0,12,0,4057
2022/06/18 22:00:00+00,1.300000,45.400000,27.300000,49,149.400000,54.100000,2.200000,3.400000,,95.900000,80.900000,0,47.400000,101.800000,0,,0.100000,73.500000,0.100000,6.800000,3.900000,1.200000,2.700000,1.300000,1.200000,12.100000,0.700000,0.300000,0.200000,0.600000,0.100000,0.100000,13.200000,0.900000,29.100000,0.200000,0.600000,0.600000,24.100000,0,4058
2022/06/18 23:00:00+00,3.700000,23.800000,40.400000,65.600000,152.900000,79.300000,4.600000,2.500000,,131.200000,82.900000,0,38,102.800000,0.100000,,0.100000,32.800000,0.200000,11.900000,6.200000,0.700000,1.100000,1,1.600000,12,0.400000,0.500000,0,0.800000,0,0.100000,13.800000,1.600000,36,0.100000,0.900000,0.600000,39,0,4059
2022/06/19 00:00:00+00,3.300000,20.600000,14.300000,29.900000,59.700000,40.300000,0.800000,4.300000,34.200000,31.800000,51.300000,0.400000,25.300000,66.400000,0,,0.100000,40.700000,0.200000,3,0.100000,0.400000,0.600000,1.400000,1.400000,3.600000,3.600000,2.600000,0.600000,3.700000,0.100000,0.300000,1.600000,1,19.900000,0.500000,0.900000,1.500000,14.200000,1,4060
2022/06/19 01:00:00+00,0.700000,12.600000,1.200000,7.200000,16.300000,9.800000,0.200000,1.700000,15.600000,16,12.500000,0,2,18.100000,0.100000,,1.700000,8.600000,0.500000,0.500000,0,0.500000,0.700000,1.400000,1.200000,1,1.100000,0,0.100000,0.200000,0.100000,0.300000,0.600000,0.600000,2.700000,0.500000,0.600000,0,2.900000,0,4061
2022/06/19 02:00:00+00,0.800000,3,0.600000,4.200000,7.900000,4.800000,0.200000,1.300000,14.300000,11.700000,8.100000,0,2.400000,13.400000,0.100000,,4.600000,2.200000,0.400000,0.300000,0,0.300000,0.900000,0.800000,1,0.600000,1.500000,0.200000,0.100000,0.100000,0.100000,0.100000,0.600000,0.200000,0.100000,0.600000,0.400000,0,2.900000,0,4062
2022/06/19 03:00:00+00,0.700000,1.700000,0.100000,3.500000,12.700000,5.200000,0.100000,1.100000,14.600000,12.200000,7.800000,0,2,9.600000,0.100000,,,2,0.200000,0.200000,0,0.200000,0.400000,0.800000,0.800000,1,0.800000,0.500000,0,0.200000,0.100000,0.100000,0.500000,0.100000,0.100000,1,0.300000,0,2.700000,0,4063
2022/06/19 04:00:00+00,0.500000,2.800000,0.300000,3.200000,11.600000,4.300000,0.100000,1.100000,12.300000,20.200000,13.700000,0,1.400000,6.600000,0,,1.300000,3.600000,0.100000,0.200000,0,0.100000,0.300000,0.600000,0.700000,0.900000,0.500000,0,0,0.200000,0.200000,0.200000,0.800000,0.600000,0,0.600000,0.600000,0,3,0,4064
2022/06/19 05:00:00+00,0.600000,4.400000,1.200000,3.400000,21.300000,12.600000,0.400000,1.600000,32.100000,20.500000,9.300000,0,1.500000,6.100000,0.100000,,0.600000,0.700000,0.200000,0.500000,0,0.100000,0.500000,0.600000,0.900000,1.300000,1.200000,0,0.200000,1,0,0.100000,0.400000,0.100000,2.100000,0.600000,0.600000,0.100000,5.600000,0,4065
2022/06/19 06:00:00+00,0.800000,3.600000,1.400000,4.900000,13.600000,19,0.800000,1.200000,29.200000,21.300000,13.400000,0,4.900000,6.900000,0.200000,,1,0.900000,0.300000,0.300000,0,0.200000,0.800000,0.900000,1.300000,0.900000,2.100000,0.100000,0,1.200000,0.100000,0.100000,0.600000,0.300000,3.600000,0.700000,0.700000,0.500000,7.700000,0,4066
2022/06/19 07:00:00+00,1,18,0.800000,6.600000,26.500000,23.600000,0.500000,1.800000,33.200000,22.900000,12.900000,0,3.500000,9,0.700000,,0.600000,9.800000,0.600000,0.600000,1.500000,0.500000,1.400000,1.100000,1.100000,1.200000,2,0,0.400000,0.800000,0.300000,0.200000,0.900000,0.700000,0.700000,0.500000,1.200000,0.400000,9.900000,0,4067
2022/06/19 08:00:00+00,0.900000,11.400000,2.400000,11.400000,51.400000,16.400000,1.100000,1.800000,44.100000,21.200000,20.800000,0,10,14.900000,0.700000,,0.900000,1.600000,0.800000,0.900000,0,0.700000,2.300000,1.500000,1.900000,1.500000,2.100000,0.100000,0.700000,1.400000,0.400000,0.300000,1.100000,1.200000,2.700000,0.700000,1.300000,1,5.900000,0,4068
2022/06/19 09:00:00+00,1.500000,12.300000,4.300000,17.300000,39.300000,32.700000,1.900000,2.800000,43.300000,25,17,0.500000,21.300000,21.300000,1.300000,,1.600000,3.200000,1,2.300000,0,1.100000,2.900000,1.700000,2.500000,2.400000,1.900000,0.300000,0.900000,1.700000,0.300000,0.600000,1.900000,1.700000,6.300000,1.500000,1.600000,1.400000,12.900000,0.400000,4069
2022/06/19 10:00:00+00,2.600000,21.600000,6,17.100000,70.500000,19.100000,1.200000,3.400000,48.100000,24.200000,21.800000,3.200000,18.900000,13.900000,3,,3.700000,10.800000,1.900000,2.100000,0.200000,2.800000,4.400000,3.400000,4.400000,3,3,2.100000,2.100000,3.700000,0.500000,1.200000,2.900000,1.900000,16.100000,2.400000,4.100000,2.900000,22.700000,2.100000,4070
2022/06/19 11:00:00+00,4,21.900000,12.800000,15.800000,57.800000,26.600000,2.600000,5,37.400000,25.500000,27.100000,4.200000,8.300000,25,3.500000,,3.600000,8.700000,2.700000,3.400000,1.200000,3.100000,6,3.600000,3.800000,4.200000,7.100000,3.800000,3.600000,5.400000,0.200000,0.700000,5.500000,3.800000,4.200000,3.200000,5.600000,3.400000,10.100000,2.700000,4071
2022/06/19 12:00:00+00,2.500000,17,5.900000,17,36,14.400000,1.700000,3.800000,40.800000,26.600000,21.700000,2,7,18.200000,3.500000,,2.500000,6.200000,3.200000,2.800000,0.300000,3.600000,3.100000,2.800000,6.300000,3.400000,6.100000,2.300000,2.300000,3.600000,0.300000,0.500000,3.400000,4.100000,2.200000,2.300000,2.800000,2.900000,7.400000,1.900000,4072
2022/06/19 13:00:00+00,1.900000,14.300000,4.400000,17.500000,32.200000,32.700000,1.300000,2.300000,51.500000,23.500000,15.700000,1.700000,9.200000,20,2,,1.300000,3.100000,2,1.900000,0,2.900000,5.600000,3,2.400000,2.200000,2.800000,0.600000,0.900000,3.200000,0.100000,0.500000,2.200000,1.900000,2.900000,1.400000,2.600000,1.800000,11.700000,0.500000,4073
2022/06/19 14:00:00+00,1.600000,14.100000,2.300000,18.700000,29.800000,42.600000,1.400000,1.700000,82.800000,25.600000,15.400000,1.600000,12.500000,21.100000,1,,1.500000,1.500000,1,1.300000,0,2.500000,3.500000,1.600000,2.900000,1.900000,1.500000,0.500000,0.700000,2.500000,0.300000,0.300000,1.600000,1.300000,8.600000,1.100000,2,1,19.900000,0.300000,4074
2022/06/19 15:00:00+00,1.500000,15.500000,1.100000,17.100000,35.700000,44.400000,1.100000,1.700000,64.300000,19.900000,15.300000,1.400000,13.800000,20,0.800000,,2,1,0.600000,1.200000,0,2.700000,4.500000,1.900000,2.400000,1.800000,1.700000,0.300000,0.600000,2.300000,0.100000,0.400000,1.600000,1,5.800000,1.400000,1.400000,0.500000,21.300000,0.600000,4075
2022/06/19 16:00:00+00,1.700000,11.900000,2.600000,20.200000,40.800000,37,1.200000,1.800000,55.100000,22.700000,21.100000,1.200000,14.800000,27.800000,0.900000,,2.800000,1.100000,0.500000,1.100000,0,4.300000,5.600000,2.100000,1.900000,1.200000,1.900000,0.500000,0.500000,1.900000,0.200000,0.400000,1.400000,1,3.600000,1,1.700000,0.500000,15.800000,0.300000,4076
2022/06/19 17:00:00+00,1.500000,14,1.800000,15,51.200000,28.400000,1.200000,1.400000,53.200000,22.200000,18.800000,1,5.800000,29.200000,0.700000,,3.300000,1.400000,0.500000,1.100000,0,4.400000,5.700000,2.100000,3.300000,1.300000,1.700000,0.600000,0.900000,1.800000,0,0.300000,1,1.100000,3.300000,1,1.500000,1,10.100000,0.500000,4077
2022/06/19 18:00:00+00,1,15.300000,4.100000,19.300000,42.400000,24.400000,1,1.300000,52.200000,24.600000,21.300000,0.300000,6.600000,25.300000,0.600000,,4.100000,1,0.500000,1.100000,0,4,4.400000,2.600000,2.300000,1,2.900000,0.100000,0.300000,1.900000,0.100000,0.200000,1,0.600000,2.500000,0.600000,1.800000,1.100000,14.200000,0.100000,4078
2022/06/19 19:00:00+00,0.700000,16.500000,2.900000,12.100000,29.100000,28.500000,0.800000,1.200000,58.400000,21.300000,20.100000,0,4.800000,19.900000,0.400000,,3.500000,0.500000,0.300000,0.700000,0,4.200000,4.600000,1.100000,0.900000,1.100000,2.800000,0,0,1.300000,0.100000,0.100000,0.700000,0.900000,0.600000,0.600000,1.200000,0.500000,12.700000,0,4079
2022/06/19 20:00:00+00,0.600000,17,1.600000,8.600000,35.200000,23.400000,0.500000,1.400000,40.600000,17.700000,15.400000,0,5.900000,18.300000,0.600000,,,1.900000,0.100000,0.400000,0,3.400000,3.400000,0.500000,1,0.700000,0.600000,0.400000,0,0.800000,0.100000,0.100000,0.300000,0.300000,0.500000,0.600000,0.700000,0,6.800000,0,4080
2022/06/19 21:00:00+00,0.700000,9.200000,2.300000,8.900000,30,14.700000,,1.200000,41.700000,21.700000,17.500000,0,5.900000,20.200000,0.300000,,,2.800000,0.200000,0.500000,0,1.600000,2,0.600000,0.900000,0.900000,3.500000,0,0,1.400000,0,0.100000,0.500000,0.400000,0.600000,0.600000,0.500000,0.200000,18,0,4081
2022/06/19 22:00:00+00,0.700000,3.300000,1.100000,9.200000,17.900000,23.500000,0.500000,1.200000,47.100000,16.300000,12.400000,0,5.100000,19.800000,0.900000,,,2.300000,0.200000,0.900000,0,0.400000,2,0.700000,0.900000,1.400000,4.800000,0,0,0.800000,0,0.100000,0.600000,0.500000,0.700000,0.500000,0.700000,0.200000,10.300000,0,4082
2022/06/19 23:00:00+00,0.600000,2.600000,1.100000,8.400000,10.500000,12.700000,0.400000,1.400000,54.400000,16.300000,8.500000,0,3.900000,11,0.200000,,,1.400000,0.200000,0.700000,0,0.200000,2,0.600000,1,0.700000,2.500000,0,0,0.600000,0,0.100000,0.600000,0.300000,1.400000,0.500000,0.400000,0.800000,5.100000,0,4083
2022/06/20 00:00:00+00,0.700000,5,1.300000,6.100000,8.300000,20.900000,0.200000,1.300000,33.500000,9.800000,5.700000,0,6.700000,12.100000,0.100000,,,2,0.200000,0.500000,0,0.200000,0.600000,0.800000,1,1,0.500000,0,0,0.100000,0,0,0.500000,0.300000,3.600000,0.700000,0.500000,0.200000,8.500000,0,4084
2022/06/20 01:00:00+00,0.400000,2.500000,0,6,12.300000,22.100000,0.400000,1.400000,30.200000,6.600000,9.100000,0,3.400000,8.100000,0,,,0.700000,0,0.100000,0,0.100000,0.200000,0.500000,1,0.800000,0.100000,0,0,0,0.100000,0.100000,0.400000,0.200000,3.800000,0.500000,0.500000,0,8.400000,0,4085
2022/06/20 02:00:00+00,0.300000,1.200000,0.100000,3.500000,14,12.300000,0.900000,1.400000,18.700000,8.100000,2.900000,0,2.900000,4.500000,0.100000,,,0,0,0.200000,0,0,0.200000,0.600000,0.800000,0.600000,0.100000,0,0,0,0,0.100000,0.300000,0.300000,1.400000,0.400000,0.500000,0,7.300000,0,4086
2022/06/20 03:00:00+00,0.500000,5.600000,0.500000,2.700000,43,6.900000,1,1.600000,39.500000,14.300000,11,0,1.700000,3.300000,0.100000,,,0.700000,0,0.300000,0,0,0.400000,0.400000,1,1.100000,1.100000,0,0,0,0.100000,1.200000,0.600000,0.600000,1.400000,0.500000,0.700000,0,7,0,4087
2022/06/20 04:00:00+00,0.600000,11.700000,1.300000,4.400000,101.100000,12.900000,0.200000,1.700000,50.300000,20.600000,41.400000,0,1.600000,10.700000,0.700000,,,1.700000,0.300000,0.500000,0.300000,0.100000,2.500000,0.600000,1,1.300000,0.700000,0,0.100000,0.100000,0,1.500000,0.900000,0.500000,0,0.800000,0.600000,0.100000,11.500000,0,4088
2022/06/20 05:00:00+00,0.600000,9.600000,2.700000,14.700000,128.100000,34.700000,0.500000,1.800000,77.400000,46.200000,37,0.300000,5.800000,37.700000,0.300000,,,4.300000,0.500000,1.600000,0.500000,0.400000,13.400000,2.100000,1.300000,1.100000,3.400000,0,0.400000,1.100000,0.200000,0.200000,0.700000,0.800000,0.600000,0.900000,1.800000,1.600000,13.800000,0.100000,4089
2022/06/20 06:00:00+00,1.900000,34.900000,20.300000,35.500000,90.700000,98.900000,0.800000,2.800000,100,59.100000,55.700000,1.900000,18.500000,74.500000,2.300000,,,5.500000,1,3.100000,0,0.500000,8.500000,2.500000,2.500000,1.900000,4.300000,0.800000,0.900000,3.800000,0.300000,0.200000,1.800000,1.500000,5.800000,1.900000,2.800000,4.900000,31,0.700000,4090
2022/06/20 07:00:00+00,2.700000,63.800000,33.600000,51.800000,82.300000,68.600000,4.800000,3.100000,101,60.400000,52.600000,2.500000,20.700000,60,2.600000,,,54.100000,2.100000,2.400000,6.500000,1.100000,14.600000,2.400000,4.500000,3.600000,5.200000,3,2,5,0.600000,0.700000,3,1.800000,9.500000,2.800000,4.500000,8.100000,27.600000,2.100000,4091
2022/06/20 08:00:00+00,2.600000,47.900000,17.300000,43.900000,92,90.400000,1.800000,3.400000,89.800000,65.400000,53.900000,2.400000,36.300000,72,3.300000,,,39.200000,3.100000,3.600000,1,1.300000,8.100000,1.400000,3.300000,4.600000,7,3.100000,2.300000,5.300000,1.200000,,3.600000,1.400000,15.900000,2.800000,3.900000,8.300000,33,1.600000,4092
2022/06/20 09:00:00+00,4.200000,41.600000,10.700000,53.200000,63.600000,96.400000,6.800000,4,97,63.300000,43.900000,3.400000,69.400000,52.600000,2.700000,,,122.500000,3,3.800000,13.800000,2.800000,10.200000,1.800000,2.700000,5.200000,8.800000,2.900000,3.600000,6.500000,0.900000,,4.200000,1.600000,10.400000,4,3.900000,5.300000,31.700000,3.400000,4093
2022/06/20 10:00:00+00,4.400000,50.900000,14.400000,51.400000,68.500000,97.400000,3.400000,4.700000,91.700000,41.500000,40.700000,4.900000,54.700000,48.100000,2.600000,,,50.600000,2.900000,4.800000,3.100000,1.800000,10.900000,2.500000,,6.700000,12.200000,,3.600000,5.300000,0.600000,,5.100000,3.100000,13.200000,5,4.800000,5.600000,23.600000,4,4094
2022/06/20 11:00:00+00,6.400000,34.600000,15.300000,53.300000,61.200000,109.400000,,5.400000,126.600000,44.500000,41.300000,5.200000,36.200000,41.300000,2.600000,,5.200000,6.600000,3,4.700000,0.800000,2.500000,8.400000,1.900000,4.700000,6.400000,8.700000,5.800000,5.400000,6.600000,,,3.500000,2.700000,22.500000,5.100000,4.800000,7.300000,36,4.600000,4095
2022/06/20 12:00:00+00,4.700000,31.900000,5.600000,47,74.500000,101.400000,4.100000,5.400000,150,40.500000,36.500000,2.500000,33.300000,39.800000,1.700000,,5.700000,22.400000,2.500000,3.500000,0.600000,1.400000,9.400000,1.600000,3.100000,5.800000,5.400000,3.400000,4.500000,5.600000,1.100000,,,1.700000,17.900000,4.200000,3.500000,3.800000,38.900000,4.500000,4096
2022/06/20 13:00:00+00,4,24.600000,4.500000,38,59.200000,79.200000,3.200000,4.100000,112.900000,35.900000,34.400000,2.900000,23.600000,28.700000,1.700000,,5.500000,11.700000,3.100000,3.700000,0,1.200000,7.800000,1.700000,3.200000,4.800000,5.200000,1.800000,3,5.900000,0.400000,,2,1.300000,27,4.200000,3.900000,2.700000,23.800000,3.700000,4097
2022/06/20 14:00:00+00,3.100000,26.700000,3.200000,35.400000,60.500000,56.400000,2.900000,,101.700000,36.700000,29.200000,2.200000,26.600000,24.800000,1.100000,,2.800000,5.100000,1.800000,,0,0.700000,4.100000,1.200000,5.700000,3.500000,3.600000,1.200000,2.300000,4.200000,0.300000,2.800000,2.500000,1,13.200000,2.800000,2.200000,1.300000,20.500000,2.500000,4098
2022/06/20 15:00:00+00,2.300000,30.900000,2.700000,36.200000,61.200000,59.600000,1.200000,,70.700000,35.500000,26.100000,2.100000,22,23.900000,1.200000,,2.100000,4.400000,1.400000,2,0.300000,3.100000,6.300000,1.400000,4.300000,2.300000,2.600000,1,1.300000,3.400000,0.100000,2.100000,1.600000,2.100000,8.200000,1.600000,2,1.500000,30.400000,1.400000,4099
2022/06/20 16:00:00+00,1.700000,38.800000,3.600000,34.500000,52,74.300000,1.600000,,55.300000,37.400000,30.800000,2.100000,22.800000,24.600000,1.400000,,2.200000,3.600000,0.800000,1.900000,0,3.800000,9.700000,0.600000,1.400000,1.700000,2,0.800000,1.300000,3,0.200000,0.900000,1.900000,1.600000,12.800000,1.500000,2.400000,1.700000,19.500000,0.400000,4100
2022/06/20 17:00:00+00,1.600000,27.500000,3.200000,31.300000,47.500000,57.300000,0.600000,1.200000,56.800000,35.600000,21.400000,1.300000,14.600000,25.700000,0.600000,,1.800000,1.900000,0.600000,2,0.300000,3.200000,7.600000,0.800000,1.900000,2.200000,1,0.300000,0.800000,3.200000,0.200000,0.400000,1.400000,1.400000,8.700000,1,1.900000,0.800000,19.500000,0.200000,4101
2022/06/20 18:00:00+00,1.200000,12.600000,2.500000,32,30.800000,59.300000,0.500000,1.500000,46.800000,23.800000,21.100000,0.900000,17,26.400000,0.700000,,0.700000,1.800000,0.500000,1.900000,0,2.700000,7.100000,0.800000,1.400000,1.600000,,0.200000,0.400000,2.500000,0.100000,0.400000,1.500000,0.900000,10,1.100000,1.900000,0.700000,24.700000,0.100000,4102
2022/06/20 19:00:00+00,0.900000,8.700000,0.900000,22,27.900000,49.200000,0.300000,1,58.500000,19.700000,22.400000,0.100000,9.400000,25.500000,0.200000,,0.800000,1.200000,0.200000,1.900000,0,1.700000,4.400000,0.600000,1,1,1,0,0.100000,1.600000,0.200000,0.200000,1,0.400000,7.100000,0.800000,1,0.300000,23.200000,0,4103
2022/06/20 20:00:00+00,0.500000,9.900000,0.700000,16.900000,27.500000,49.200000,0.300000,1,59.700000,22.800000,15,0,6.500000,17.400000,0.800000,,0.600000,0.200000,0,0.600000,0,4.600000,2.700000,0.400000,0.900000,1.100000,0.200000,0,0,0.700000,0,0,0.300000,0.300000,2.600000,1,1.100000,0,23.400000,0,4104
2022/06/20 21:00:00+00,0.400000,10.300000,1.200000,18,16.600000,34.600000,0,0.900000,66.200000,27.800000,9.800000,0,13.900000,14,0.200000,,0.600000,1.300000,0,0.700000,0,2.100000,3.500000,0.700000,1,0.800000,0.200000,0,0,0.800000,0,0.100000,0.200000,1,8.100000,0.400000,1,0,49.300000,0,4105
2022/06/20 22:00:00+00,0.500000,6.100000,0.100000,14.800000,21,43.100000,0,0.900000,45.600000,25,15,0,11.100000,16.600000,0.700000,,0.600000,2.100000,0,0.700000,0,2.800000,2.300000,0.600000,0.900000,0.900000,0,0,0,0.200000,0.100000,0.100000,0.300000,0.800000,10.400000,0.600000,1.100000,0,71.500000,0,4106
2022/06/20 23:00:00+00,0.400000,2,0.400000,13.900000,10.100000,42.500000,0,0.800000,45.200000,22.800000,17,0,7.500000,14.700000,0.100000,,0.400000,0.300000,0,0.500000,0,8.400000,2.200000,0.500000,0.900000,1,0,0,0,0.500000,0,0.100000,0.500000,0.300000,7.300000,0.600000,0.700000,0,26.300000,0,4107
