,PA01H:NO,RN6:NO,SOULT:NO,OPERA:NO,RN20:NO,BP_EST:NO,ARG:NO,AUB:NO,AUT:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,PA15L:NO,OBJECTID
2023/02/15 12:00:00+00,157.400000,64.200000,,209.900000,158.800000,246.100000,131.200000,106.600000,186.500000,225.400000,161.600000,89.300000,204.700000,171,37.900000,89.100000,7.200000,197.800000,10.700000,237.300000,108.400000,23.400000,88.600000,14.600000,19.900000,125.800000,102,119.900000,133.500000,143.500000,1.500000,3.300000,164.400000,60.900000,231.700000,7.200000,51.500000,101.600000,176.900000,131.500000,1096
2023/02/15 13:00:00+00,94.400000,42.100000,,161.600000,173.700000,171.400000,71.100000,86.700000,166.100000,185.900000,144,59.900000,121.100000,115.800000,19.400000,86.800000,32.900000,141.100000,8.400000,149.400000,97.700000,11.500000,63.600000,7,11.300000,110.900000,73.200000,54.400000,80,113.300000,1.200000,1,125.400000,36.300000,171.800000,2.900000,37.500000,34.800000,169.400000,76.400000,1097
2023/02/15 14:00:00+00,51.200000,68.700000,,112.200000,141.600000,166.600000,27.300000,61.400000,112.300000,163.900000,119.600000,39.800000,101.700000,85,18.800000,111.800000,41,101.600000,9.400000,118.700000,84.700000,10.300000,43.800000,4.700000,8.300000,87.100000,45.400000,29.200000,34,68.400000,0.900000,0.600000,101.800000,20.900000,145.900000,3,28.900000,18.700000,129.100000,41.400000,1098
2023/02/15 15:00:00+00,30.800000,72.700000,,97.100000,146.100000,194.900000,48.900000,38.600000,68.700000,109.600000,127.400000,26.400000,60.400000,,13.200000,65.100000,25.800000,57.100000,8.300000,72.900000,62.300000,7.500000,12.600000,5.100000,6.500000,44.100000,26.200000,18.800000,19,38.300000,0.600000,0.300000,56.700000,16,95.400000,1.100000,18.500000,15.100000,126.600000,21.400000,1099
2023/02/15 16:00:00+00,24.700000,110.100000,,88,113.800000,193.900000,47.400000,31.400000,70.500000,100.100000,111.900000,16.700000,55.100000,82.600000,8.900000,36.900000,7.300000,48.200000,8.400000,45.100000,39.600000,4.700000,5.500000,5.400000,8,37.500000,21.800000,16.200000,15.700000,27.500000,0.500000,0.300000,32.400000,12.100000,109.800000,0.900000,13.600000,12.900000,98,14.600000,1100
2023/02/15 17:00:00+00,16,121.100000,,87,195.100000,188.700000,33,26.400000,78.100000,92.200000,145.600000,16.700000,39.100000,84.700000,3.700000,43.700000,3.300000,47.400000,4.800000,31.400000,25.600000,2.700000,6.400000,4.700000,9.600000,41.200000,20,11.700000,10.900000,17.900000,0.400000,0.200000,21.600000,8.100000,75.100000,0.700000,10.700000,6.700000,85.300000,10.300000,1101
2023/02/15 18:00:00+00,16.100000,215.300000,,122.100000,273.700000,222.300000,42.800000,35.800000,83.200000,125.400000,138.900000,17.900000,70.200000,98.400000,4.900000,28.800000,0.300000,54.400000,10.300000,44.900000,52.700000,2.100000,51.900000,11,13.400000,40.600000,15.100000,10.500000,10.400000,14.500000,0.200000,0.100000,32.100000,3.900000,82.600000,0.900000,13.200000,10.500000,87.900000,23.100000,1102
2023/02/15 19:00:00+00,32.900000,161.100000,,124.500000,264.400000,200.600000,71.600000,21.700000,65.100000,111.700000,146.700000,28.700000,75.500000,137.900000,5.200000,11.100000,0.200000,75.400000,10,56.600000,92.600000,2.800000,21.100000,39.300000,6.600000,29.300000,20.500000,39.500000,10,26.900000,0.200000,0.100000,50.600000,9.900000,95.300000,1.100000,12.700000,12.300000,91.600000,27.400000,1103
2023/02/15 20:00:00+00,19.400000,126.700000,,88.500000,198.200000,250.700000,80.500000,12.500000,89.200000,160.500000,165.100000,9.700000,64.500000,138.900000,11.100000,2.300000,0,69.300000,7.100000,20.100000,90.900000,5.200000,22.900000,43.700000,16.600000,18,4.400000,37.100000,17.100000,20.500000,0.300000,0.200000,56.600000,72.300000,72.700000,0.700000,11.900000,9.600000,75.600000,1.600000,1104
2023/02/15 21:00:00+00,10.300000,134.700000,,61,189.400000,229.300000,49.500000,20.100000,77.100000,253,88.600000,6.500000,51.300000,135.300000,6.600000,1.400000,,28.800000,5.100000,4.800000,107.600000,9.500000,12.100000,57.900000,19.700000,4.700000,2.900000,30.500000,8.100000,4.600000,0.200000,0.200000,126,102,39.100000,0.400000,13.700000,10.400000,60.900000,0.500000,1105
2023/02/15 22:00:00+00,26.200000,75.800000,,58.300000,116.900000,230.200000,22.700000,21.900000,68.200000,212.300000,92.500000,22.500000,59.600000,180.100000,6.800000,0.200000,0.300000,43.700000,5,61,110.400000,2.700000,13,31,11.900000,5.200000,0.800000,32.100000,18.500000,3.300000,0.200000,0.100000,116.100000,118,33.300000,0.600000,9.400000,23.200000,63.600000,0.300000,1106
2023/02/15 23:00:00+00,40.800000,53.600000,,67.700000,122.500000,187.800000,35.300000,7.300000,103.600000,274.300000,108.700000,27.900000,43.800000,108,4,0.500000,0.100000,76.400000,2.500000,82.900000,90.600000,4.700000,19.800000,36.300000,15.600000,4.500000,0.500000,22.600000,38.800000,19.200000,0.100000,0.100000,130.400000,125.200000,64.200000,0.300000,7.500000,26.600000,48.700000,1.700000,1107
2023/02/16 00:00:00+00,46.700000,45.100000,,77.600000,126.400000,140.700000,15.500000,6.300000,89.300000,266.200000,69.500000,4.700000,48.300000,106.200000,3.500000,1.800000,0.100000,58.500000,1.600000,61.500000,85.600000,3,11.500000,23.200000,17.800000,7.500000,1.600000,20,52.600000,35.100000,0.100000,0.100000,131.100000,84.500000,67.700000,0.100000,4.800000,25.500000,27.900000,10.400000,1108
2023/02/16 01:00:00+00,33.800000,44,,43.800000,87,116.800000,8.400000,3.200000,71.400000,199.600000,52.400000,4.800000,45.900000,50.800000,1.200000,1.400000,0.200000,52.600000,1.700000,54,48.500000,0.800000,3.200000,9,13.900000,13.900000,13.500000,11.900000,30.900000,23.700000,0.100000,0.200000,137.400000,78.600000,50.300000,0.100000,1.600000,7.300000,23.700000,7.100000,1109
2023/02/16 02:00:00+00,19.500000,14.200000,,32.400000,112.300000,97.500000,7.800000,3.200000,64.900000,57.200000,31.400000,1.300000,43.200000,24.400000,1.200000,2.800000,0.200000,30.400000,1.500000,129.100000,18,0.600000,3.600000,15.200000,12.200000,11,6.700000,9.200000,43.900000,17.600000,0.100000,0.100000,87.600000,70.800000,32.200000,0.100000,1.300000,5,42.200000,5.500000,1110
2023/02/16 03:00:00+00,11.700000,14.200000,,22.100000,106.200000,79.300000,10.200000,2.300000,73,27.900000,23.300000,0.700000,27.300000,18.200000,1.700000,0.600000,0.300000,25.100000,1.300000,85.300000,10.800000,0.500000,2.800000,6.400000,13.200000,8.800000,6.600000,6.600000,12.300000,10.100000,0.100000,0.100000,68.400000,11.100000,24.200000,0.100000,1.600000,7.100000,35.800000,5.300000,1111
2023/02/16 04:00:00+00,4.600000,29.300000,,14.900000,128.800000,95.600000,29,2.400000,94.100000,33.300000,45.800000,1,12.300000,13.300000,2.400000,1.200000,,13.700000,1.100000,42.500000,6,0.700000,3.700000,7.300000,9.500000,6.900000,1.300000,5.200000,3.200000,7.700000,0.100000,0.200000,16.800000,2.700000,17.200000,0.100000,1.700000,3,27.800000,5.500000,1112
2023/02/16 05:00:00+00,10.100000,70,,16.100000,265.200000,156.900000,57.500000,3.800000,155.100000,85.300000,116.900000,2.800000,17.900000,26.500000,2.700000,0.900000,,18.500000,1.900000,10.600000,15.300000,1.300000,6.400000,3.800000,7.100000,17.300000,1.400000,5.300000,9.200000,7.500000,0.100000,0.100000,11.600000,2,24.600000,0.100000,2.400000,4.400000,48.700000,1.800000,1113
2023/02/16 06:00:00+00,27.800000,142.800000,,63.100000,328.500000,222.300000,73.300000,16.400000,204.300000,147.400000,175.500000,6.700000,30.900000,71.400000,7.900000,16.100000,,37,3.800000,29.700000,62.300000,3.800000,37.300000,6.500000,6,21.700000,2.600000,18.200000,31.400000,16.700000,0.100000,0.100000,31.500000,1.900000,70.300000,0.200000,8.300000,11.300000,112.500000,10.300000,1114
2023/02/16 07:00:00+00,48.100000,235.700000,,93.400000,365.800000,271.900000,69.800000,27.800000,259.300000,203.400000,115,15,51.200000,107.800000,13.200000,10.500000,,46.200000,9,21.100000,63.500000,20.500000,70,22.900000,7.700000,45.100000,13.100000,40.600000,34.600000,36.700000,1.800000,0.200000,48.800000,6.300000,76.100000,1.800000,22.100000,14,145.500000,27.500000,1115
2023/02/16 08:00:00+00,35.500000,232,,130.300000,381.400000,295.100000,115.800000,47.200000,161.700000,212.600000,150.400000,15.700000,117.900000,135.500000,16.100000,20.400000,0.700000,76.600000,11.100000,6.500000,60.800000,21.700000,79.700000,56.600000,22.200000,19.500000,21.900000,46.900000,41.200000,28.600000,0.500000,0.300000,75.200000,18.600000,101.700000,3.800000,25.900000,17.500000,150.200000,38.300000,1116
2023/02/16 09:00:00+00,44,80.100000,,130.200000,227.300000,282.600000,69.600000,46.800000,154.400000,195.100000,152.300000,32.900000,93,142.300000,15.500000,24.500000,0.800000,72.500000,16.200000,12.300000,62.100000,11,24,23.100000,6.800000,22,28.400000,56,41.300000,42.200000,0.500000,0.700000,68.600000,12.800000,106,2.500000,25.700000,24.500000,138.600000,14,1117
2023/02/16 10:00:00+00,34.500000,57.800000,,117,191.400000,235.300000,23.500000,43.200000,160.500000,155.600000,137.700000,28.100000,79.400000,73.200000,12.400000,14.600000,0.800000,56.500000,11.500000,11.400000,48.300000,12.500000,13.500000,6.300000,6.300000,27.200000,21.200000,43.700000,35,33.700000,0.500000,0.600000,61.900000,10.500000,99.400000,2.400000,17.300000,11.100000,122.400000,10.500000,1118
2023/02/16 11:00:00+00,26.600000,50.800000,,129.500000,161.900000,154.900000,10.200000,33.900000,155,157.300000,100.300000,21.100000,77.900000,39.500000,11.600000,24.900000,3.600000,39.800000,7.300000,9.800000,38.900000,9,10.500000,5.200000,6.300000,9,9.700000,31.600000,14.900000,32.200000,0.700000,1,45.900000,10.800000,83.200000,2,14.300000,13.300000,102.100000,4.800000,1119
2023/02/16 12:00:00+00,13,54.900000,,73.700000,116.600000,182.800000,8.500000,17.700000,72.700000,71.500000,64.400000,18.100000,74.700000,27.700000,10.800000,16.500000,2.300000,30.500000,6.800000,7.400000,29.800000,6.100000,5.200000,5.200000,6.200000,8.700000,6.200000,21.400000,10.600000,19.400000,0.500000,0.600000,28.100000,12.200000,55.400000,2,15.100000,9.400000,69.300000,3.600000,1120
2023/02/16 13:00:00+00,6.700000,30.900000,,41.800000,97,63.100000,6.500000,9,58,47.600000,46.300000,9.600000,38.100000,13.500000,7.400000,8.200000,2,28.800000,5.600000,4.500000,8.800000,4.100000,5.100000,4.400000,4.800000,5.800000,3.800000,10.600000,7,6.200000,0.600000,0.400000,7.600000,9.700000,32.800000,1.400000,8.400000,4.600000,37.800000,2.200000,1121
2023/02/16 14:00:00+00,3.800000,40.100000,,42,76.200000,32.100000,5.400000,4.900000,69.400000,46.600000,36.400000,1.500000,25.900000,22.700000,5.500000,3.200000,1.400000,18.700000,4.400000,1.900000,1.500000,2.100000,3.900000,4.200000,3.200000,4.700000,3.500000,4.700000,3.900000,4.200000,0.500000,0.600000,3.800000,4.900000,25.200000,1.100000,3.200000,3.500000,28.400000,2.200000,1122
2023/02/16 15:00:00+00,3.400000,39.900000,,40.700000,75.100000,34.200000,5.100000,4.200000,42.800000,34.100000,47.100000,1.300000,21,8.500000,4.400000,3.800000,1.300000,17.800000,3.400000,1.700000,0.600000,2.100000,4.200000,3.400000,3.500000,3.400000,3.100000,3.800000,2.900000,3.500000,0.300000,0.400000,3.300000,2.300000,28.100000,1,1.900000,2.500000,28.400000,1.600000,1123
2023/02/16 16:00:00+00,2.400000,44.600000,,35.800000,115.900000,35.300000,3.600000,3.900000,46.500000,30.500000,84.800000,0.600000,22.100000,3.200000,3.400000,3,0.900000,20.700000,3.600000,2.900000,0.100000,2,4.900000,5.900000,3.500000,3.500000,1.400000,2.600000,2.400000,2.700000,0.200000,0.400000,2,2.200000,33.800000,0.800000,1.600000,2,17.300000,1.200000,1124
2023/02/16 17:00:00+00,1.600000,58.100000,,35.800000,131.900000,29.400000,3.300000,2.200000,56.600000,22,110.800000,0.200000,32.800000,7.300000,4.400000,2.400000,0.600000,15.600000,3.800000,1.100000,0.100000,1.200000,5.800000,4.200000,4,2.800000,1,2.600000,2.200000,2.100000,0.100000,0.100000,1.300000,1.400000,26.400000,1,1.200000,3.100000,21.800000,0.900000,1125
2023/02/16 18:00:00+00,1.600000,56.900000,,41.400000,133,30.700000,3.700000,2.200000,43.700000,22.800000,111.700000,0,29.500000,5.900000,3.700000,1.400000,0.200000,14.500000,4.500000,0.700000,0,0.800000,7.200000,3.700000,3.300000,3,0.900000,2.300000,2.600000,1.500000,0.100000,0.100000,1.100000,2.300000,18.900000,0.600000,0.900000,1.300000,11.200000,0.700000,1126
2023/02/16 19:00:00+00,1.900000,46,,55,98,56.100000,3.500000,1.600000,41.800000,19.500000,89.300000,0,53.700000,7,2.800000,1.700000,0.400000,13.500000,4.200000,0.600000,0.200000,0.800000,14.100000,2.800000,2.800000,3.100000,0.600000,3.200000,3.300000,1.900000,0.100000,0.100000,0.700000,1.400000,19.300000,0.500000,1.200000,1.200000,10.900000,0.800000,1127
2023/02/16 20:00:00+00,2,42.900000,,50,59.200000,57.200000,3.100000,1.800000,35.300000,19,50.200000,0,25.900000,9.700000,2.900000,0.900000,0.300000,11,2.800000,0.700000,0.200000,0.800000,4.300000,2.400000,2.400000,3.500000,0.700000,3,2.300000,1.600000,0.100000,0.200000,1.100000,1.100000,15.800000,0.200000,1.400000,1.200000,14.100000,0.600000,1128
2023/02/16 21:00:00+00,1.600000,32.700000,,24.700000,55.800000,39.900000,1.100000,1,32.800000,21.300000,29.900000,0,14.500000,7.800000,2.500000,0.800000,0.300000,7.200000,2,0.600000,0,0.600000,3.300000,1.700000,2.200000,2.400000,0.400000,2.400000,1.600000,1.600000,0.100000,0.100000,0.500000,1.500000,11.500000,0.100000,1.300000,1,10.700000,0.300000,1129
2023/02/16 22:00:00+00,1.600000,18.800000,,23.300000,38.100000,21.300000,0.600000,0.600000,44.800000,27.900000,19,0,23.800000,7.400000,2.200000,0.600000,0.400000,10,1.700000,0.400000,0,0.500000,2.300000,1.600000,2,2.300000,1,1.700000,1.200000,1.800000,0.100000,0.100000,0.700000,1.800000,18.100000,0.100000,1,1.800000,5.900000,0.500000,1130
2023/02/16 23:00:00+00,1.200000,17,,20.800000,27.600000,21.700000,0.200000,0.300000,37.300000,11.200000,20.600000,0,38.600000,5.300000,2.100000,0.500000,0.300000,5.600000,1.200000,0.500000,0,0.500000,1.900000,1.100000,1.600000,1.900000,0.900000,2.200000,1.200000,1.500000,0.100000,0,0.600000,1.200000,21.700000,0,1.100000,2.300000,4.100000,0.500000,1131
2023/02/17 00:00:00+00,1.200000,10.700000,,21.200000,24.200000,12.700000,0.300000,0.600000,28.200000,8.100000,23.600000,0,9.800000,6.100000,1.500000,0.100000,0.200000,6.200000,1.200000,0.300000,0,0.400000,1.600000,0.800000,1.600000,2.100000,0.100000,1.900000,1.200000,1.200000,0,0.100000,0.600000,1.400000,10.300000,0.100000,1,0.600000,3.400000,0.300000,1132
2023/02/17 01:00:00+00,1.200000,6.100000,,11,13.500000,13.600000,0.300000,0.700000,16.100000,3.800000,17.100000,0,10.700000,4.400000,0.900000,0.300000,0.200000,4.500000,1.400000,0.400000,0,0.200000,1.500000,0.800000,1.500000,2.100000,0,1.300000,0.900000,1.300000,0,0.300000,0.500000,1.400000,8.700000,0.100000,0.900000,0.400000,4.200000,0.400000,1133
2023/02/17 02:00:00+00,1,5.900000,,6.700000,23.500000,13.400000,0,0.300000,14.700000,3.400000,10.700000,0,6.400000,3,0.900000,0.700000,0.500000,3.300000,1,0.300000,0,0.200000,1.200000,1,1.500000,2.300000,0,1.300000,0.800000,1.200000,0,0.100000,0.600000,1.100000,8.300000,0.100000,0.800000,0.300000,2.800000,0.500000,1134
2023/02/17 03:00:00+00,0.900000,3.700000,,3.400000,20.300000,17.700000,0.600000,0.200000,14,5.600000,9.900000,0,8,2.200000,0.800000,0.100000,0.400000,2.700000,0.900000,0.400000,0,0.100000,1.200000,0.900000,1.500000,2.200000,0,1.600000,0.700000,1.100000,0,0,0.500000,1,6.400000,0.100000,0.800000,0.400000,4.800000,0.200000,1135
2023/02/17 04:00:00+00,1,5.300000,,6.600000,49.500000,29.300000,3,0.400000,26.600000,8.500000,12.100000,0,8.800000,2.600000,1,0.200000,0.500000,2,0.900000,2,0,0.200000,1.400000,0.900000,1.500000,2.900000,0.100000,1.400000,0.800000,1.200000,0,0,0.700000,1.300000,7,0.100000,0.700000,0.700000,5,0.500000,1136
2023/02/17 05:00:00+00,1.400000,11.100000,,9.100000,112.400000,42.100000,3.800000,1.300000,56.900000,34,39.200000,0,13.100000,7.600000,2.100000,0.100000,0.600000,4.200000,1,1.100000,0,0.300000,1.800000,1.400000,1.900000,3.800000,0.100000,1.700000,1,1.800000,0,0,0.500000,1.200000,10.500000,0.100000,0.800000,1.400000,7.400000,0.400000,1137
2023/02/17 06:00:00+00,1.900000,30.300000,,33.900000,154.600000,53.500000,6.700000,4.200000,99.900000,69,66.600000,0.100000,16.200000,12.500000,4,1.500000,0.400000,9.200000,2.700000,0.800000,0,0.700000,4.300000,2.100000,3.500000,5.600000,1,2.400000,3.400000,2.500000,0,0.100000,1.400000,1.400000,25.200000,0.300000,1.500000,3.300000,14.200000,0.800000,1138
2023/02/17 07:00:00+00,3.400000,44.400000,,59,180.300000,70.600000,8.400000,7.900000,174.400000,82.100000,58.800000,0.900000,39.100000,19.800000,7.100000,5.100000,0.500000,20.600000,5.200000,1.400000,0,1.100000,4.800000,6.300000,7,7.500000,2.300000,4.500000,4.200000,3.500000,0,0.200000,2.900000,3.600000,32,1.200000,1.600000,7.300000,19.400000,1.800000,1139
2023/02/17 08:00:00+00,3.900000,66.700000,,84.600000,158.500000,52.700000,7,5,132.500000,76.100000,41.600000,1.900000,63,19.600000,12.400000,4,0.400000,22.800000,4.100000,1.700000,0.100000,1.600000,7.100000,12.800000,8.500000,5.300000,6.100000,6.100000,7.400000,3.500000,0.100000,0.100000,3.500000,7.600000,46.700000,1.900000,4.100000,8.400000,19.500000,1.800000,1140
2023/02/17 09:00:00+00,4.900000,49.100000,,88.200000,179,54,8.100000,6.200000,115.300000,83.300000,36.600000,2.400000,37.400000,23.800000,10.700000,3.100000,0.600000,25.600000,4.100000,2.400000,0.100000,3.600000,5.800000,6.400000,5.600000,6.400000,5.300000,6.700000,8.100000,4.300000,0.100000,0.300000,3.600000,7.900000,45.700000,1.700000,4.600000,9.200000,23.700000,2.100000,1141
2023/02/17 10:00:00+00,5,57,,80.400000,105.400000,37.800000,10.100000,7.900000,149,,39.400000,5.300000,60.200000,33.500000,9,3.300000,0.700000,32.300000,4.800000,2.400000,0.500000,3.800000,7.900000,4.900000,5.600000,6.400000,4.400000,6.100000,6,6.300000,0.400000,0.500000,,6.800000,43.100000,1.600000,5.700000,7,17.700000,2.200000,1142
2023/02/17 11:00:00+00,4.500000,48.100000,,54.100000,99.800000,25.700000,7,4.800000,111,,23.600000,1.900000,27.100000,17.600000,7.500000,4.100000,1.400000,32.500000,6.500000,2,0.700000,4.100000,5.500000,4.700000,5,5.400000,4.700000,6.100000,3.900000,4.300000,0.300000,0.200000,,4,48.500000,1.400000,4.600000,5.200000,11,2,1143
2023/02/17 12:00:00+00,3.600000,32.600000,,50.400000,76,23.700000,5.400000,2.900000,99.200000,,27.700000,1,28.800000,16.800000,4.700000,3.300000,1.300000,28.500000,5.500000,1.800000,0.400000,2.300000,4.900000,4.300000,3.600000,4,3.100000,4,3.300000,3.500000,0.300000,0.100000,,2.800000,46.300000,1.700000,3,4.300000,7.500000,2,1144
2023/02/17 13:00:00+00,3.700000,29.500000,,50.200000,99.300000,31.500000,5.100000,4.500000,84.100000,50.400000,29.600000,2.200000,26.300000,14.600000,6.300000,3,1.700000,22.200000,5.400000,2.200000,0.700000,3.300000,5.100000,4.900000,3.300000,4.200000,2.900000,4.200000,4.600000,3.700000,0.200000,0.200000,3.400000,5.200000,54.700000,2.100000,3.500000,3.600000,9.500000,2.600000,1145
2023/02/17 14:00:00+00,3.200000,45.700000,,41.600000,93.600000,24.200000,5.700000,,81.600000,31.900000,22.700000,1,28.900000,16.200000,7.300000,1.700000,1.200000,31.900000,4.100000,1.700000,,3.100000,3.900000,4.700000,3.400000,4,2.300000,5.600000,2.800000,3,0.200000,0.300000,3,2.900000,40,1.500000,3,3.600000,7.900000,1.600000,1146
