,PA15L:NO,ARG:NO,OPERA:NO,RN20:NO,BP_EST:NO,AUB:NO,A1:NO,BASCH:NO,BOB:NO,BONAP:NO,CELES:NO,CHAMP:NO,DEF:NO,EIFF3:NO,ELYS:NO,EVRY:NO,GEN:NO,GON:NO,IVRY:NO,LOGNES:NO,MANT:NO,MELUN:NO,MONTG:NO,NEUIL:NO,PA07:NO,PA12:NO,PA13:NO,PA18:NO,RUR-SE:NO,RUR-SO:NO,STDEN:NO,TREMB:NO,HAUS:NO,VERS:NO,VILLEM:NO,VITRY:NO,RN2:NO,RN6:NO,AUT:NO,SOULT:NO,OBJECTID
,Paris stade Lenglen,ARGENTEUIL,Place de l'Opéra,RN20 Montlhéry,Boulevard Périphérique Est,AUBERVILLIERS,Autoroute A1 - Saint-Denis,Place Victor Basch,BOBIGNY,Rue Bonaparte,Quai des Célestins,CHAMPIGNY-SUR-MARNE,LA DEFENSE,Tour Eiffel 3ème étage,Avenue des Champs Elysées,EVRY,GENNEVILLIERS,GONESSE,IVRY-SUR-SEINE,LOGNES,MANTES-LA-JOLIE,MELUN,MONTGERON,NEUILLY-SUR-SEINE,PARIS 7ème,PARIS 12ème,PARIS 13ème,PARIS 18ème,Zone rurale Sud-Est - Forêt de Fontainebleau,Zone rurale Sud-Ouest - Forêt de Rambouillet,SAINT-DENIS,TREMBLAY-EN-FRANCE,Boulevard Haussmann,VERSAILLES,VILLEMOMBLE,VITRY-SUR-SEINE,Route nationale 2 - PANTIN,Route Nationale 6 - MELUN,Boulevard Péripherique Auteuil,Boulevard Soult,0
,PA15L,ARG,OPERA,RN20,BP_EST,AUB,A1,BASCH,BOB,BONAP,CELES,CHAMP,DEF,EIFF3,ELYS,EVRY,GEN,GON,IVRY,LOGNES,MANT,MELUN,MONTG,NEUIL,PA07,PA12,PA13,PA18,RUR-SE,RUR-SO,STDEN,TREMB,HAUS,VERS,VILLEM,VITRY,RN2,RN6,AUT,SOULT,1
,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,monoxyde d azote,2
,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,3
,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,microg/m3,4
2018/11/11 05:00:00+00,,0,13.300000,26.200000,31.900000,0,63.400000,,0.100000,11.600000,3.700000,1,0,1,5,0.700000,0.600000,0.800000,,0.300000,2.600000,0.400000,0.500000,2.100000,0.300000,1.700000,0,0.900000,0,0,0,1.700000,6.700000,0.100000,0.400000,0.100000,14.300000,2.100000,16.500000,1.600000,7545
2018/11/11 06:00:00+00,,0.300000,21.400000,24.500000,44.300000,0,49.700000,,0.400000,2.400000,2.800000,0.600000,0.200000,0.600000,46.500000,0.600000,0.600000,0.700000,,0.100000,2.800000,0.500000,0.700000,2.600000,0.500000,1.400000,0,0.900000,0.200000,0.100000,0.200000,1.700000,9.600000,0,0.300000,0.200000,23.800000,3.400000,21,1.600000,7546
2018/11/11 07:00:00+00,,0.200000,28.900000,26.400000,36.100000,0,75.700000,,0.100000,13.200000,2.600000,0.800000,0.500000,0.300000,102.400000,0.800000,0.600000,1.200000,,0,3.200000,0.500000,0.400000,2.400000,0.600000,2.500000,0,1.200000,0,0,0.800000,1.600000,15,0,0.400000,0.200000,24.800000,9.700000,21,2.200000,7547
2018/11/11 08:00:00+00,,0.800000,47.100000,44,46.400000,0,50.800000,,0.300000,12.400000,2.600000,0.500000,0.400000,0,0.700000,0.700000,0.700000,2.700000,,0,3.500000,0.600000,0.600000,2.700000,0.700000,2.500000,0,1.400000,0.100000,0,0.900000,1.700000,10.100000,0.100000,1.800000,0.700000,17.400000,10.700000,21,2.200000,7548
2018/11/11 09:00:00+00,,1,66.900000,85.600000,63.500000,0.300000,55.100000,,0.600000,27.400000,5.500000,1.300000,0.700000,0.600000,0.300000,1.100000,0.800000,1.100000,,0.400000,3.500000,0.800000,1.600000,2.700000,0.900000,2,0.300000,1.400000,0.100000,0,1.200000,1.600000,17.600000,0,1.400000,0.700000,27.500000,14.500000,36.100000,3.700000,7549
2018/11/11 10:00:00+00,,1.800000,73.300000,77.400000,54.200000,1.600000,70.900000,,1.600000,33.400000,9.500000,1.600000,1.400000,1.200000,1.800000,1.200000,1.800000,1.700000,,0.100000,5.200000,1.200000,0.800000,4,1.400000,3.900000,1.400000,2.600000,0.100000,0,2.100000,2.200000,27.400000,0.300000,2.700000,1.400000,49.300000,24.200000,46,6.600000,7550
2018/11/11 11:00:00+00,,3.800000,76.300000,129.900000,80.500000,2,109.500000,,1.400000,37.700000,15.100000,2.300000,1.700000,0.500000,1.400000,1.200000,1.500000,1.800000,,0.900000,5.800000,1.500000,2.200000,4.200000,1.300000,6.100000,2.200000,2.300000,0.100000,0,2.100000,2.900000,20.600000,0.400000,3.200000,2.100000,77.300000,36.200000,62.400000,10.600000,7551
2018/11/11 12:00:00+00,,4.800000,115.600000,99.900000,106.800000,3.600000,139.800000,,2.700000,37.500000,17.400000,3.300000,2.700000,1.300000,2.400000,2,2.600000,3,,1.300000,7.600000,2.300000,2.100000,6.400000,1.800000,6.900000,3.200000,3,0.200000,0,4.400000,3.800000,45.900000,0.300000,6.400000,2.200000,94.100000,42.500000,58.100000,11.100000,7552
2018/11/11 13:00:00+00,,4.300000,106.700000,98.500000,64,1.800000,73.800000,,1.900000,34.500000,17.600000,2.500000,2.200000,1.100000,2.500000,1.600000,2.600000,2.500000,,0.900000,6.400000,1.800000,1.700000,4.300000,4.300000,4,1.900000,4.100000,0.100000,0,3,2.900000,37.800000,0.600000,2.800000,1.300000,64.100000,51.700000,144.500000,6.400000,7553
2018/11/11 14:00:00+00,,3.200000,110.500000,131.400000,76.400000,1.600000,59.300000,,1.300000,24.100000,22.200000,1.800000,2.100000,0.800000,2.300000,2,1.600000,1.500000,,0,5.100000,1.900000,1.500000,4.400000,1.600000,3.800000,1.400000,2.600000,1.100000,0,2.900000,2.900000,42.400000,0.200000,3.300000,1.200000,104.500000,100.300000,113.200000,6.100000,7554
2018/11/11 15:00:00+00,,3.500000,83.800000,95.800000,72.500000,2.200000,96.700000,,1.400000,29.200000,16.800000,1.400000,2.500000,0.400000,5.100000,1.700000,1.700000,2.100000,,0.900000,5.600000,3.700000,1.100000,5.500000,1.400000,5.100000,1.900000,3.100000,1.500000,0,3.500000,2.500000,28.400000,0.300000,3.400000,1.100000,95.500000,43.500000,91.200000,6.300000,7555
2018/11/11 16:00:00+00,,2.400000,87,121.500000,68.300000,1.600000,67.900000,,0.800000,31.400000,20.500000,1.200000,1.700000,0.500000,9.200000,1,1.200000,1.400000,,0.100000,6.800000,1.300000,1.500000,5.300000,1.300000,4,1.200000,1.700000,0.100000,0,1.700000,2.100000,21.200000,0.200000,3.100000,0.800000,80.200000,58.200000,85.100000,9,7556
2018/11/11 17:00:00+00,,4.800000,124.800000,104.500000,92.100000,3,111.900000,,0.900000,34.200000,49.800000,1.300000,3,0.300000,27.500000,1.400000,1.500000,1.100000,,0,14.200000,2.100000,0.900000,7,1.400000,3.400000,1.500000,2.400000,0,0,2.300000,2.500000,75.700000,0.200000,7.800000,0.600000,125.400000,62.300000,147.700000,13.200000,7557
2018/11/11 18:00:00+00,,4.400000,90.200000,123.700000,103,5.500000,163.500000,,1.100000,30,45.100000,1.800000,3.500000,0.600000,21.300000,1.500000,1.900000,2.300000,,0.200000,9.500000,1.800000,1.200000,9.700000,1.400000,4.100000,1.800000,2.500000,0.100000,0,5.200000,2.900000,54.500000,0.100000,6.100000,0.800000,127.100000,86.900000,77.700000,19.900000,7558
2018/11/11 19:00:00+00,,3.500000,89.100000,129.800000,91.100000,3.800000,122.300000,,1.500000,38.500000,33.400000,2.800000,2,0.800000,21,1.600000,1.500000,1.800000,,0.200000,11.600000,2.600000,1.300000,7.100000,1.100000,4.400000,1.900000,3.200000,0.100000,0,3.600000,2.600000,51.700000,0.200000,4.200000,0.900000,120.500000,66.500000,84.700000,25.700000,7559
2018/11/11 20:00:00+00,,3.800000,61.600000,103.300000,112.200000,3.100000,114.800000,,1.700000,29.300000,27.400000,3.700000,2.100000,1.200000,20.600000,1.400000,1.300000,2.800000,,0.500000,5.900000,1.500000,1.900000,6.400000,1,4,1.600000,2.300000,0,0,1.300000,3.700000,37.800000,0.200000,2,1.400000,82.200000,65.100000,99.600000,18,7560
2018/11/11 21:00:00+00,,3.300000,52,141.400000,116.800000,2.100000,84.100000,,2,25.300000,42,1.500000,0.500000,0.400000,20,1.200000,1.200000,2.600000,,0.100000,7.300000,0.700000,1.100000,4.300000,1,3.500000,0.500000,2,0.100000,0,1.200000,4.100000,34,0.200000,3.700000,2.600000,77.600000,66.900000,88.600000,16,7561
2018/11/11 22:00:00+00,,2.200000,58.100000,89.200000,130.100000,3.300000,141.100000,,1.300000,29.500000,87.700000,4.100000,1.400000,0.800000,14.800000,1.300000,2.300000,12.100000,,0.400000,3.100000,0.600000,0.800000,6.700000,1.300000,3.700000,0.700000,2.300000,0.300000,0,2.900000,5.300000,41.700000,0.100000,3.200000,2.200000,82.900000,36.200000,90.100000,13.500000,7562
2018/11/11 23:00:00+00,,0.900000,60.700000,85.200000,116.500000,3.600000,141.100000,,1.900000,35.700000,54.200000,1.400000,0.900000,0.400000,15.100000,1.200000,7.600000,15.700000,,0.200000,2.900000,0.600000,6.800000,8.900000,1.300000,3.500000,1.700000,3.600000,0.100000,0,6.100000,4.200000,37.900000,0,3.300000,4,75,24,32.500000,11,7563
2018/11/12 00:00:00+00,,0.600000,38.900000,39,116.100000,2,158.300000,,3.700000,35.600000,40.700000,0.700000,1.200000,0.700000,13.700000,0.800000,4.700000,8.300000,,0.100000,5,0.700000,4.200000,6.200000,1.300000,3.900000,0.500000,4.300000,0.200000,0,4.400000,3.200000,25,0.100000,1.800000,2.400000,56.600000,14.200000,19.300000,7.700000,7564
2018/11/12 01:00:00+00,,1.700000,28.800000,36.900000,97.600000,0.400000,107,,2.300000,15.800000,15.200000,0.200000,0.800000,0.900000,11.800000,0.600000,2.900000,2.500000,,0,2.300000,0.500000,5.100000,6.600000,1.100000,2.300000,0,3.500000,0.100000,0,3.600000,3.500000,21.900000,0.100000,1,0.600000,48.500000,7.900000,17.100000,7.100000,7565
2018/11/12 02:00:00+00,,1.200000,12.400000,25.500000,56.500000,0.300000,84,,1.100000,5.200000,7.700000,0.100000,0.500000,1,5.400000,0.600000,2.200000,0.800000,,0.200000,3.200000,0.500000,2.900000,2.500000,1.100000,1.300000,0,2.200000,0,0,3.300000,2.500000,11.300000,0.200000,0.500000,0.200000,35.500000,9.800000,20.300000,3.900000,7566
2018/11/12 03:00:00+00,,2.300000,10.500000,52,44.200000,0,86.200000,,0.600000,5.700000,5.100000,1.100000,0.100000,1.100000,6.500000,0.300000,0.800000,0.800000,,0,2.400000,0.300000,3.700000,3.100000,0.700000,1,0,1.100000,0.100000,0,1.200000,2.400000,5.400000,0,0.800000,0,22,13.100000,47.700000,2,7567
2018/11/12 04:00:00+00,,7.600000,12.100000,83.300000,91.200000,0,92.100000,,0.400000,6.900000,13.600000,0,0,0.900000,4.200000,0.400000,0.900000,1.100000,,0.100000,3.400000,0.700000,2.300000,5.500000,0.700000,0.800000,0,1,0,0,1.300000,2.600000,6.500000,0.100000,0.600000,0.400000,29.700000,14.400000,77,5.900000,7568
2018/11/12 05:00:00+00,,6.600000,21.200000,160.100000,165.700000,3.400000,194.800000,,7.400000,3.700000,39.400000,9.500000,0.200000,0.200000,8.800000,2.100000,0.900000,8.800000,,0.300000,8.100000,2.900000,2.500000,5.100000,1.200000,1.200000,0.500000,1.400000,0.100000,0,1.700000,3.900000,17.700000,0.100000,1.200000,5,77.200000,79.800000,159.900000,19.200000,7569
2018/11/12 06:00:00+00,,21.100000,51.300000,350.600000,159.500000,2.200000,197,,5,19.900000,92.400000,4.500000,2,0.800000,26.100000,3.500000,12.100000,3.300000,,2,20.900000,3.300000,5.300000,5.100000,3.100000,8.400000,1.200000,7.200000,0.100000,1.700000,11.700000,5.900000,28,1.300000,7.100000,10.500000,55.400000,93.500000,251.900000,28.800000,7570
2018/11/12 07:00:00+00,,19.700000,75.800000,281.400000,68.400000,17,223.600000,,2.900000,45.600000,146.900000,7.600000,18.300000,0.500000,56.800000,12.400000,14.700000,2.200000,,17.400000,20.200000,17.400000,17.900000,7.200000,11,7.400000,3.800000,19,1,2.300000,5.600000,15,27.500000,6.100000,15.300000,10.500000,87.400000,197.100000,233.800000,77.600000,7571
2018/11/12 08:00:00+00,,13.300000,110.700000,329,85.400000,30,176,,4.500000,78.300000,235,6.400000,35.200000,0.900000,77.800000,7.900000,11.200000,2.200000,,8.500000,25.500000,29.100000,10.900000,20.600000,22.800000,24.700000,3.500000,31.400000,0.600000,3,5.900000,12,48.200000,8.100000,5.700000,14.600000,114.200000,79.600000,294.100000,143.500000,7572
2018/11/12 09:00:00+00,,14.800000,115.800000,411.200000,24,17.600000,186.100000,,19.200000,60.200000,221.500000,21.500000,35.100000,1.400000,,12.800000,11.800000,2.400000,,6.700000,,16.900000,31.900000,13.600000,25.900000,34.500000,9.200000,22.300000,0.400000,2.200000,7.800000,,39.800000,4.100000,12.300000,29,86.200000,,253,74.700000,7573
2018/11/12 10:00:00+00,,7.200000,95.700000,162.700000,13,17.300000,258.300000,,12.100000,65.700000,111.400000,30.400000,39.800000,0.900000,87.800000,18.600000,6.900000,1.900000,,8.100000,17.300000,15.700000,22.800000,14.600000,20,19.700000,4.300000,15.600000,0.800000,2.700000,12.400000,14.300000,48.600000,2.700000,17,10.500000,83.400000,36.900000,225.200000,53.500000,7574
2018/11/12 11:00:00+00,,6.900000,119.700000,262.300000,35.400000,9.200000,269,,11.100000,86.300000,175.200000,32.500000,21.900000,1.400000,82.800000,8.700000,7.700000,1.700000,,9.900000,10.500000,11.200000,9.700000,19.500000,13.300000,22.400000,3.400000,12.400000,0.700000,1.200000,7.800000,9.600000,60.700000,1.500000,11.600000,12.200000,74.900000,57.500000,262.800000,45.100000,7575
2018/11/12 12:00:00+00,,11.200000,152.100000,229.500000,167.700000,19.400000,225.200000,,14.700000,112.900000,108,20.500000,20.800000,9.200000,96.200000,11.300000,8.200000,4.300000,,10.400000,11,8.100000,12.800000,12.700000,15,24,13,11.300000,0.400000,0.200000,17.100000,9.200000,95.800000,3.100000,15.200000,11.100000,171.800000,79.700000,294.700000,49.400000,7576
2018/11/12 13:00:00+00,,19,114.800000,203.600000,124,23.700000,246.600000,,25.600000,95.800000,53.500000,23.900000,14.800000,10.200000,92.400000,6.900000,12,20.700000,,13.600000,8.600000,7.200000,11.600000,13.300000,19.300000,23.100000,19.700000,13.700000,0.400000,0,20.800000,17.200000,94.100000,1.500000,22.400000,15.200000,122.700000,113.500000,223.400000,45.800000,7577
2018/11/12 14:00:00+00,,15.100000,135.400000,217.400000,160.400000,17.800000,242.900000,,22.200000,72.500000,47.300000,17.100000,10.200000,3.800000,73.500000,5.400000,5.600000,16.100000,,8.100000,9.600000,5.100000,9.700000,8,6.200000,18.200000,8.600000,8.100000,0.300000,0,13.600000,21.400000,80.800000,0.900000,17,6.600000,187,134.500000,189.200000,36.900000,7578
2018/11/12 15:00:00+00,1.300000,16.700000,119.700000,251.200000,108.200000,13.500000,241.100000,,11,57,41.600000,13.400000,7.900000,1.800000,67.500000,7.500000,3,10.600000,,7.100000,7.900000,5.200000,5.200000,8.200000,4.700000,8.200000,4.600000,6,0.200000,0,7.200000,19.800000,53.100000,1.100000,9.500000,5.200000,72.100000,93.500000,211.900000,52.200000,7579
2018/11/12 16:00:00+00,0,18.600000,158.800000,270.600000,63.600000,9.300000,229.400000,,5.200000,97.400000,72.900000,18.100000,11.100000,1.100000,71.900000,8.900000,2.300000,11.100000,,7.700000,9.100000,20.600000,5.500000,11.700000,3.100000,6,3.300000,3.300000,0.100000,0,4,17.900000,54.100000,0.900000,8.200000,3.800000,96.900000,216.300000,182.400000,37.300000,7580
2018/11/12 17:00:00+00,0,22.600000,184.700000,296.400000,130.100000,8.100000,152.300000,,3.300000,73.200000,67.600000,16,14.700000,1,76.400000,16.300000,2.500000,13.800000,,8.100000,33.900000,8.600000,5.400000,6.200000,1.600000,7.300000,3.600000,2.600000,0.200000,0,4.100000,16.100000,80.700000,1.600000,17.600000,3.900000,117.700000,216.300000,139.800000,53.700000,7581
2018/11/12 18:00:00+00,0,16.100000,141.500000,302.100000,195.100000,11.100000,125.700000,,6.100000,68.400000,83.300000,10.500000,23.100000,0.900000,68.500000,12.600000,3.200000,22.300000,,9.500000,41.100000,19.900000,7.700000,12.400000,2.200000,10.800000,12.800000,4.200000,0.200000,0,6.100000,22.300000,91.400000,2.900000,33.300000,5.900000,139.700000,178.200000,130.100000,41.200000,7582
2018/11/12 19:00:00+00,0,10.700000,123.600000,244.500000,266.100000,13,169,,11.400000,64.400000,85,9.700000,23.200000,0.800000,52.400000,13,2.600000,26,,11.900000,33.600000,14.600000,11.900000,11.500000,3.600000,25.500000,18.200000,4.600000,0.100000,0,6.900000,13.900000,90.800000,1.200000,19.200000,9.300000,151.300000,187,163.300000,32.200000,7583
2018/11/12 20:00:00+00,0,12.200000,93.400000,191,261.100000,10.800000,120.800000,,22,57,55,12.500000,13.900000,0.500000,48.600000,10.700000,2.600000,42.700000,,15.100000,29.400000,13.700000,5,13.700000,2.500000,34.100000,21.800000,5.100000,0.300000,0,11,13.700000,58.700000,1.200000,24.700000,11.700000,113.200000,156.800000,144.600000,38.200000,7584
2018/11/12 21:00:00+00,0,6.500000,59.300000,110.100000,177.200000,8.300000,144.300000,,23.800000,27.700000,26.800000,7.500000,5.400000,0.800000,26.100000,4.200000,1.700000,55.500000,,2.800000,8.200000,2.500000,4.500000,7.100000,1.500000,23,16,3.100000,0.300000,0,8.900000,6.600000,57.500000,0.600000,20.200000,7.400000,104.400000,66.600000,93.100000,27.300000,7585
2018/11/12 22:00:00+00,0.800000,3.600000,56.500000,91.400000,126,3.700000,157.500000,,6.800000,34,14.500000,2.600000,2.800000,1,26.500000,1.500000,1.400000,34.600000,,0.700000,5.400000,1.300000,2.800000,4.600000,2.200000,12.600000,5,4.400000,0.100000,0,7.600000,4.200000,45.700000,0.400000,5.100000,1.700000,85.800000,89.300000,49.800000,10.100000,7586
2018/11/12 23:00:00+00,0.100000,1.200000,57.100000,53.900000,80.700000,3.400000,138.800000,,1.400000,23.600000,8.100000,1.900000,1.200000,1,19,1.100000,1.200000,6.900000,,0.400000,5.200000,0.800000,1.100000,5.100000,2.500000,7.600000,1.700000,3.700000,0.100000,0,6.600000,3.100000,37.600000,0.200000,1.600000,1,50.600000,34.800000,39.600000,8.700000,7587
2018/11/13 00:00:00+00,0,0.800000,32.800000,24.200000,71.400000,1.100000,139.800000,,0.900000,16,5.200000,1.400000,0.700000,0.700000,10.900000,0.700000,0.800000,1.500000,,0.300000,3.600000,0.700000,1.300000,4.100000,1.200000,5.200000,2.100000,2.300000,0.100000,0.100000,2.100000,2.500000,15.600000,0.100000,2.400000,0.700000,40.700000,15.900000,36.800000,5.300000,7588
2018/11/13 01:00:00+00,0,0.800000,14.700000,30.600000,50.100000,0.600000,97,,1.100000,9.500000,3.100000,1,0.200000,0.600000,5.200000,0.900000,0.600000,1.100000,,0.100000,3.900000,0.500000,0.700000,3.100000,1.300000,2.500000,0.500000,1.800000,0.200000,0,1.400000,2.600000,7.100000,0,0.900000,0.500000,25.900000,16.400000,34.800000,4.200000,7589
2018/11/13 02:00:00+00,0,0.200000,11.400000,29.300000,39.200000,0,68,,0.600000,2.400000,3.400000,0.500000,0,0.800000,7.900000,1,0.600000,1,,0.100000,4.100000,0.400000,0.700000,2.600000,1.100000,1.200000,0,1,0,0,1.200000,3.200000,6.300000,0.200000,0.500000,0.500000,18.600000,8.100000,22.300000,5.900000,7590
2018/11/13 03:00:00+00,0,0.800000,8.100000,42.200000,21.900000,0,68.300000,,0.400000,2.600000,2.800000,0.700000,0,0.900000,5.200000,0.800000,0.700000,0.500000,,0,4.300000,0.600000,0.900000,2.300000,0.700000,0.700000,0,1.100000,0.100000,0,0.500000,2.700000,4.600000,0,0.500000,0.500000,10.100000,7.200000,21.500000,6.200000,7591
2018/11/13 04:00:00+00,0,2.800000,7.700000,55.700000,51.400000,0,94.500000,,0.600000,2.900000,3.400000,1.500000,0.200000,1.100000,3.700000,0.700000,0.800000,0.800000,,0.100000,4.200000,0.700000,0.900000,2.600000,0.700000,0.900000,0,1.100000,0.100000,0,0.600000,2.700000,4.700000,0,0.500000,0.500000,15.400000,13.400000,25.900000,3.800000,7592
2018/11/13 05:00:00+00,0,6.900000,31.900000,162,135.800000,1.200000,129.100000,,0.800000,11.500000,11.800000,2.600000,0.900000,0.300000,8,1.400000,1.100000,1.100000,,0.700000,5.400000,2.700000,1.300000,4,0.800000,2.600000,0.400000,1,0.100000,0,1,2.600000,10.800000,0,2.300000,1.100000,36.600000,35.700000,81,5.800000,7593
2018/11/13 06:00:00+00,0,15.700000,54.100000,233.700000,155.900000,6.500000,176,,2.600000,24.200000,28.100000,6.900000,6.300000,0.500000,22.500000,4.800000,1,1.900000,,1.800000,10.100000,3.400000,5.100000,8.100000,1.500000,7.200000,5.700000,2.400000,0,0,2.800000,4.400000,25.900000,0.500000,2.600000,3.800000,127.300000,80.400000,158.900000,26,7594
2018/11/13 07:00:00+00,0.600000,19.100000,111.900000,239,205.200000,15.500000,159,,5.600000,53.600000,59.800000,14.900000,17.400000,0.800000,60.600000,9.200000,1.600000,3.200000,,7,20.100000,6.900000,5.600000,8.500000,6.100000,12.300000,10.300000,3.400000,0,0,6,6.500000,54.600000,1.400000,4,7.100000,111.300000,175.700000,187.700000,81.100000,7595
2018/11/13 08:00:00+00,4.300000,26.600000,154.900000,258.900000,140.600000,13.200000,146.900000,,9.700000,89.600000,69.100000,19.100000,34.900000,1.400000,84.500000,15.200000,4.500000,10.500000,,7.200000,22.700000,12.900000,9.500000,11,7.700000,15.700000,12.100000,7.300000,0.100000,0,9.600000,12.100000,55.300000,1.300000,7.600000,10.400000,85.100000,169.600000,186.200000,136.900000,7596
2018/11/13 09:00:00+00,3.500000,17.300000,133.600000,182.100000,162.700000,12.900000,162,,14.700000,95.600000,53.100000,10.900000,20.700000,2.600000,45.600000,11.500000,6.400000,10.400000,,5.100000,16.800000,7.200000,6.100000,12.600000,11.300000,17.400000,10.900000,9.900000,0.200000,0.100000,12.300000,17.600000,44.900000,1.900000,12.200000,7.800000,110.800000,149.300000,142.900000,77.600000,7597
2018/11/13 10:00:00+00,3.500000,9.700000,129.900000,140.800000,94.400000,9.200000,184.400000,,11,70.900000,38.100000,8.800000,8.600000,3.300000,43.700000,6.600000,5.800000,8,,5.200000,10,5.900000,4.700000,8.700000,10,13,7.100000,7.900000,0.500000,0.300000,10.200000,14.200000,40.500000,,9.400000,7,71,,101.800000,36.700000,7598
2018/11/13 11:00:00+00,1.600000,8.700000,166.600000,114.700000,55.500000,7.300000,173,,6.100000,54.500000,33.700000,6.700000,7,2.500000,41.700000,6.300000,3,6,,4.500000,8.100000,4.300000,4.300000,5.200000,8,7.200000,4.300000,6.600000,0.700000,0.100000,5.100000,7.700000,40.900000,,3.800000,9.800000,26.100000,,134,21.500000,7599
2018/11/13 12:00:00+00,1.200000,6.200000,118.300000,110.800000,44.400000,3.800000,175.800000,,3.500000,63.100000,28.200000,5.400000,5.800000,1.900000,38.200000,4.800000,2.600000,4.500000,,3.300000,6.600000,5.500000,3,6.500000,6.400000,5.700000,3.700000,6,0.200000,0.100000,4.100000,5.700000,40.800000,2.100000,3.900000,13.100000,17.800000,64.900000,122.600000,11.600000,7600
2018/11/13 13:00:00+00,1.200000,6,108.300000,103.100000,56.700000,4.100000,178.600000,,4.500000,52.300000,29.600000,4.800000,4.700000,2.700000,40.100000,5,2.400000,3.900000,,3.300000,7.200000,3.500000,3.900000,4.700000,6.400000,5.700000,2.600000,4.900000,0.200000,0.300000,4,6.300000,49.200000,1.900000,3,8.100000,23.400000,66.300000,120.400000,12.500000,7601
2018/11/13 14:00:00+00,0.900000,4.700000,119.700000,,57.500000,3.300000,,,,80.200000,28.500000,,5.100000,,,5,1.800000,1.900000,,4.200000,6.500000,3.400000,3.200000,,,5.700000,,7,0.200000,,3.800000,5.300000,51.500000,2.300000,3.500000,,,,157.800000,13.100000,7602
2018/11/13 15:00:00+00,1,6.100000,112.200000,175.700000,72.900000,3.400000,266.100000,,2.700000,61.700000,38.900000,5.600000,4.300000,1.300000,66.400000,4.200000,1.100000,1.400000,,5.500000,7.300000,4,4.900000,5.200000,4.900000,5.900000,1.800000,5.200000,0.200000,0,6.100000,6.300000,63.200000,1.500000,2.100000,4.900000,34,90.900000,161.900000,29.800000,7603
2018/11/13 16:00:00+00,0.400000,11.300000,165.300000,295.400000,98,2,255.300000,,2,94,47.900000,8.500000,6.600000,1,89,5.100000,1.100000,1.500000,,6.700000,12.100000,9.700000,5.200000,2.900000,3.400000,4.100000,1.800000,2.800000,0.700000,0,5.700000,7.900000,85.300000,1.400000,1.900000,4.200000,29.200000,138.100000,208.400000,37.900000,7604
2018/11/13 17:00:00+00,0.900000,49.500000,183.800000,450.900000,87,5.700000,266.300000,,4.500000,89.400000,76.900000,14,17.400000,1.400000,111.600000,29.500000,1.800000,3.300000,,17.300000,10.900000,28.900000,6.100000,10.700000,2.400000,9.100000,4.900000,4,3,0,4.300000,9.700000,84.700000,7.200000,2.100000,8.500000,66.300000,298.100000,273.500000,89.500000,7605
2018/11/13 18:00:00+00,36.800000,68.700000,203.100000,380.200000,215,18.500000,184.300000,,17.800000,99.400000,101.900000,26.900000,62.800000,0.700000,122.400000,60.200000,10.300000,78.100000,,56.200000,33.400000,43.300000,10.400000,62.300000,9.900000,38.600000,45.900000,5.200000,0.200000,0,12.400000,28.400000,126.700000,5.900000,54.900000,34.800000,128.700000,321.700000,276.600000,145.800000,7606
2018/11/13 19:00:00+00,32.600000,77.100000,215,398.300000,180.800000,34.200000,230.600000,,45,112.400000,99,,39.700000,0.300000,113.300000,43.200000,32.700000,116.800000,,31.100000,63.900000,82.100000,18.700000,75.800000,7.600000,64,57.200000,15.900000,0.100000,0,37.500000,27.500000,120.200000,3.700000,57.600000,51.700000,180.100000,254.800000,291.600000,135.600000,7607
